,ranking_date,rank,player,points
57858,2024-08-26,1761,210016,1
51494,2024-08-05,1762,202287,1
51507,2024-08-05,1762,208444,1
51541,2024-08-05,1762,210644,1
64240,2024-09-23,1763,212182,1
5917,2024-01-15,1763,211363,1
64263,2024-09-23,1763,207808,1
64235,2024-09-23,1763,105787,1
64298,2024-09-23,1763,208440,1
7992,2024-01-29,1763,212033,1
7940,2024-01-29,1763,104897,1
8034,2024-01-29,1763,211465,1
70591,2024-10-21,1764,208697,1
70649,2024-10-21,1764,144924,1
70606,2024-10-21,1764,212515,1
70664,2024-10-21,1764,207172,1
70613,2024-10-21,1764,212296,1
68551,2024-10-14,1767,212088,1
68538,2024-10-14,1767,105810,1
68488,2024-10-14,1767,210443,1
68534,2024-10-14,1767,205763,1
66396,2024-09-30,1768,207958,1
18240,2024-03-04,1769,212055,1
91947,2024-12-30,1769,149117,2
18219,2024-03-04,1769,209968,1
18235,2024-03-04,1769,122109,1
91948,2024-12-30,1770,208890,2
91952,2024-12-30,1771,211787,2
91950,2024-12-30,1771,211388,2
91951,2024-12-30,1771,207739,2
91954,2024-12-30,1771,208542,2
91953,2024-12-30,1771,207982,2
91949,2024-12-30,1771,202335,2
12137,2024-02-12,1773,123812,1
26473,2024-04-15,1776,212105,1
20323,2024-03-18,1776,211575,1
72778,2024-10-28,1777,104586,1
91955,2024-12-30,1777,212298,2
72787,2024-10-28,1777,200014,1
72764,2024-10-28,1777,208370,1
72782,2024-10-28,1777,111172,1
72773,2024-10-28,1777,211335,1
91958,2024-12-30,1778,205941,2
91956,2024-12-30,1778,134310,2
91959,2024-12-30,1778,149153,2
91957,2024-12-30,1778,211511,2
79155,2024-11-18,1781,211733,1
79091,2024-11-18,1781,148676,1
81224,2024-11-25,1781,211581,1
79137,2024-11-18,1781,208818,1
79128,2024-11-18,1781,126630,1
87682,2024-12-16,1781,210441,1
83416,2024-12-02,1782,134383,1
83379,2024-12-02,1782,200378,1
91960,2024-12-30,1782,208417,2
83401,2024-12-02,1782,201995,1
83367,2024-12-02,1782,117365,1
28596,2024-04-22,1782,105464,1
28602,2024-04-22,1782,212128,1
74851,2024-11-04,1783,201967,1
91961,2024-12-30,1783,200386,2
91962,2024-12-30,1784,211690,2
91986,2024-12-30,1785,213537,1
91969,2024-12-30,1785,211728,1
91987,2024-12-30,1785,209058,1
91968,2024-12-30,1785,138328,1
92026,2024-12-30,1785,213126,1
92025,2024-12-30,1785,212178,1
91970,2024-12-30,1785,207757,1
92027,2024-12-30,1785,134057,1
92023,2024-12-30,1785,213183,1
92024,2024-12-30,1785,208608,1
92018,2024-12-30,1785,211763,1
92020,2024-12-30,1785,209930,1
92035,2024-12-30,1785,212875,1
92021,2024-12-30,1785,213580,1
92022,2024-12-30,1785,144807,1
91993,2024-12-30,1785,213074,1
91971,2024-12-30,1785,212511,1
92031,2024-12-30,1785,212964,1
92030,2024-12-30,1785,210659,1
92029,2024-12-30,1785,210429,1
92032,2024-12-30,1785,104908,1
92033,2024-12-30,1785,105560,1
91985,2024-12-30,1785,121816,1
91976,2024-12-30,1785,128127,1
91998,2024-12-30,1785,213216,1
91999,2024-12-30,1785,213654,1
92000,2024-12-30,1785,111580,1
91997,2024-12-30,1785,104815,1
91995,2024-12-30,1785,212596,1
91996,2024-12-30,1785,212136,1
92034,2024-12-30,1785,213622,1
92002,2024-12-30,1785,207456,1
91994,2024-12-30,1785,212638,1
92028,2024-12-30,1785,213657,1
92017,2024-12-30,1785,105874,1
85517,2024-12-09,1785,207219,1
92015,2024-12-30,1785,149141,1
92037,2024-12-30,1785,207814,1
92044,2024-12-30,1785,121726,1
89816,2024-12-23,1785,212057,1
92013,2024-12-30,1785,212617,1
92014,2024-12-30,1785,209347,1
91963,2024-12-30,1785,213615,1
92043,2024-12-30,1785,206713,1
92041,2024-12-30,1785,213688,1
92042,2024-12-30,1785,213703,1
92039,2024-12-30,1785,105130,1
92040,2024-12-30,1785,202223,1
92012,2024-12-30,1785,212827,1
92007,2024-12-30,1785,208848,1
92006,2024-12-30,1785,126204,1
92016,2024-12-30,1785,208254,1
92003,2024-12-30,1785,200690,1
92001,2024-12-30,1785,213605,1
91964,2024-12-30,1785,207180,1
91979,2024-12-30,1785,213699,1
91966,2024-12-30,1785,212960,1
91965,2024-12-30,1785,213100,1
91980,2024-12-30,1785,207607,1
91967,2024-12-30,1785,212493,1
91984,2024-12-30,1785,212926,1
91983,2024-12-30,1785,209946,1
91982,2024-12-30,1785,144756,1
91981,2024-12-30,1785,213646,1
92004,2024-12-30,1785,213565,1
92019,2024-12-30,1785,212923,1
92005,2024-12-30,1785,127913,1
92038,2024-12-30,1785,149119,1
92036,2024-12-30,1785,210664,1
91972,2024-12-30,1785,148677,1
91973,2024-12-30,1785,207730,1
91974,2024-12-30,1785,213098,1
91992,2024-12-30,1785,210654,1
91991,2024-12-30,1785,213681,1
91975,2024-12-30,1785,210568,1
91978,2024-12-30,1785,213177,1
91977,2024-12-30,1785,211673,1
92010,2024-12-30,1785,207407,1
92009,2024-12-30,1785,213159,1
92008,2024-12-30,1785,207374,1
91988,2024-12-30,1785,213678,1
92011,2024-12-30,1785,212976,1
91990,2024-12-30,1785,126087,1
91989,2024-12-30,1785,213655,1
30638,2024-05-06,1786,210591,1
77007,2024-11-11,1787,209071,1
77040,2024-11-11,1787,211724,1
77016,2024-11-11,1787,209156,1
76983,2024-11-11,1787,202159,1
32680,2024-05-20,1794,122632,1
34761,2024-05-27,1802,211588,1
34787,2024-05-27,1802,210484,1
38973,2024-06-17,1820,208130,1
38975,2024-06-17,1820,134049,1
36867,2024-06-10,1821,206518,1
36916,2024-06-10,1821,211522,1
36883,2024-06-10,1821,210643,1
36870,2024-06-10,1821,207389,1
36857,2024-06-10,1821,212192,1
36852,2024-06-10,1821,209205,1
41107,2024-06-24,1825,208304,1
41084,2024-06-24,1825,212252,1
45229,2024-07-15,1826,210504,1
45258,2024-07-15,1826,206003,1
45288,2024-07-15,1826,212300,1
43193,2024-07-01,1833,127326,1
43214,2024-07-01,1833,210405,1
43206,2024-07-01,1833,209315,1
43180,2024-07-01,1833,210207,1
47388,2024-07-22,1837,206448,1
47347,2024-07-22,1837,211341,1
55797,2024-08-19,1838,212154,1
55873,2024-08-19,1838,210688,1
55795,2024-08-19,1838,209093,1
55791,2024-08-19,1838,209108,1
62177,2024-09-16,1841,105978,1
62173,2024-09-16,1841,210698,1
62194,2024-09-16,1841,122351,1
62250,2024-09-16,1841,206402,1
49498,2024-07-29,1842,211567,1
49460,2024-07-29,1842,200437,1
53740,2024-08-12,1843,210608,1
53750,2024-08-12,1843,212464,1
70692,2024-10-21,1845,212523,1
60105,2024-09-09,1847,208211,1
60072,2024-09-09,1847,205883,1
60097,2024-09-09,1847,207173,1
57977,2024-08-26,1848,149163,1
57982,2024-08-26,1848,209948,1
57940,2024-08-26,1848,206329,1
66445,2024-09-30,1850,208015,1
66458,2024-09-30,1850,210734,1
66508,2024-09-30,1850,125825,1
68577,2024-10-14,1851,126758,1
64335,2024-09-23,1851,212476,1
68595,2024-10-14,1851,212507,1
14250,2024-02-19,1855,209216,1
72873,2024-10-28,1858,134244,1
81304,2024-11-25,1859,210579,1
81312,2024-11-25,1859,209183,1
74990,2024-11-04,1860,208753,1
12176,2024-02-12,1860,126280,1
12187,2024-02-12,1860,207731,1
74952,2024-11-04,1860,211635,1
26578,2024-04-15,1860,106301,1
6008,2024-01-15,1860,127187,1
20413,2024-03-18,1862,211791,1
83485,2024-12-02,1862,202169,1
87816,2024-12-16,1863,124052,1
79252,2024-11-18,1863,209947,1
79193,2024-11-18,1863,133667,1
87747,2024-12-16,1863,200224,1
87746,2024-12-16,1863,209241,1
79197,2024-11-18,1863,212142,1
28616,2024-04-22,1865,210492,1
8055,2024-01-29,1865,210035,1
85674,2024-12-09,1865,208124,1
28632,2024-04-22,1865,210562,1
28631,2024-04-22,1865,126429,1
28680,2024-04-22,1865,134194,1
28665,2024-04-22,1865,211601,1
8096,2024-01-29,1865,212035,1
28630,2024-04-22,1865,208314,1
77118,2024-11-11,1866,126551,1
92050,2024-12-30,1867,208477,1
92054,2024-12-30,1867,213039,1
92058,2024-12-30,1867,213604,1
92055,2024-12-30,1867,208853,1
92056,2024-12-30,1867,213602,1
92068,2024-12-30,1867,211576,1
92069,2024-12-30,1867,210400,1
92071,2024-12-30,1867,211692,1
92051,2024-12-30,1867,213584,1
92079,2024-12-30,1867,213579,1
92078,2024-12-30,1867,212669,1
92104,2024-12-30,1867,210243,1
92106,2024-12-30,1867,105471,1
92087,2024-12-30,1867,212457,1
92073,2024-12-30,1867,207611,1
92105,2024-12-30,1867,207573,1
92123,2024-12-30,1867,212944,1
92130,2024-12-30,1867,211563,1
92131,2024-12-30,1867,213143,1
92128,2024-12-30,1867,206579,1
92129,2024-12-30,1867,104615,1
92126,2024-12-30,1867,213151,1
92127,2024-12-30,1867,213661,1
92052,2024-12-30,1867,213011,1
92070,2024-12-30,1867,212847,1
92117,2024-12-30,1867,210376,1
92118,2024-12-30,1867,213071,1
92115,2024-12-30,1867,208418,1
92116,2024-12-30,1867,213064,1
92119,2024-12-30,1867,208339,1
92120,2024-12-30,1867,125816,1
92113,2024-12-30,1867,105688,1
92114,2024-12-30,1867,211732,1
92122,2024-12-30,1867,212682,1
92110,2024-12-30,1867,125572,1
92112,2024-12-30,1867,210389,1
92111,2024-12-30,1867,105478,1
92109,2024-12-30,1867,209880,1
92108,2024-12-30,1867,212502,1
92107,2024-12-30,1867,212992,1
92121,2024-12-30,1867,210511,1
92080,2024-12-30,1867,212558,1
92081,2024-12-30,1867,212899,1
92077,2024-12-30,1867,210712,1
92076,2024-12-30,1867,212977,1
92074,2024-12-30,1867,132578,1
92075,2024-12-30,1867,211605,1
92125,2024-12-30,1867,209344,1
92124,2024-12-30,1867,208393,1
92092,2024-12-30,1867,132433,1
92091,2024-12-30,1867,212065,1
92094,2024-12-30,1867,211536,1
92093,2024-12-30,1867,211670,1
92090,2024-12-30,1867,148670,1
92089,2024-12-30,1867,209202,1
92096,2024-12-30,1867,208315,1
92072,2024-12-30,1867,210388,1
92053,2024-12-30,1867,211738,1
92045,2024-12-30,1867,209514,1
92046,2024-12-30,1867,128065,1
92047,2024-12-30,1867,212939,1
92049,2024-12-30,1867,211516,1
92048,2024-12-30,1867,118073,1
92065,2024-12-30,1867,212582,1
92057,2024-12-30,1867,209990,1
92067,2024-12-30,1867,212046,1
92064,2024-12-30,1867,210396,1
92066,2024-12-30,1867,213378,1
92060,2024-12-30,1867,212797,1
92062,2024-12-30,1867,212116,1
92063,2024-12-30,1867,213691,1
92061,2024-12-30,1867,106184,1
92059,2024-12-30,1867,213180,1
92098,2024-12-30,1867,208035,1
92101,2024-12-30,1867,212247,1
92099,2024-12-30,1867,149283,1
92102,2024-12-30,1867,212781,1
92095,2024-12-30,1867,201997,1
92097,2024-12-30,1867,213582,1
92083,2024-12-30,1867,211752,1
92084,2024-12-30,1867,213552,1
92100,2024-12-30,1867,210431,1
92103,2024-12-30,1867,212470,1
92085,2024-12-30,1867,212231,1
92082,2024-12-30,1867,201903,1
92088,2024-12-30,1867,212817,1
92086,2024-12-30,1867,212184,1
30724,2024-05-06,1870,208358,1
30743,2024-05-06,1870,210640,1
32780,2024-05-20,1876,210563,1
39073,2024-06-17,1908,211496,1
37002,2024-06-10,1912,211572,1
36987,2024-06-10,1912,209954,1
41156,2024-06-24,1915,207288,1
41168,2024-06-24,1915,204737,1
43236,2024-07-01,1916,209130,1
47425,2024-07-22,1916,208809,1
18390,2024-03-04,1921,106353,1
18386,2024-03-04,1921,105607,1
18393,2024-03-04,1921,209993,1
62271,2024-09-16,1925,210592,1
70802,2024-10-21,1927,122617,1
53776,2024-08-12,1928,210141,1
55923,2024-08-19,1928,127964,1
53817,2024-08-12,1928,138846,1
53797,2024-08-12,1928,207972,1
53769,2024-08-12,1928,121667,1
20431,2024-03-18,1929,106390,1
49546,2024-07-29,1929,207688,1
58016,2024-08-26,1932,209090,1
68691,2024-10-14,1933,209989,1
68655,2024-10-14,1933,121604,1
64441,2024-09-23,1935,210580,1
64402,2024-09-23,1935,210709,1
66539,2024-09-30,1936,211519,1
66556,2024-09-30,1936,207419,1
72921,2024-10-28,1936,212541,1
24549,2024-04-08,1936,209945,1
30795,2024-05-06,1940,118489,1
75044,2024-11-04,1940,133987,1
26628,2024-04-15,1941,123855,1
77180,2024-11-11,1945,212550,1
77159,2024-11-11,1945,209918,1
32833,2024-05-20,1947,212132,1
81436,2024-11-25,1953,211610,1
92165,2024-12-30,1954,213043,1
92164,2024-12-30,1954,211589,1
92163,2024-12-30,1954,211484,1
92159,2024-12-30,1954,212683,1
92167,2024-12-30,1954,207864,1
92178,2024-12-30,1954,212754,1
92188,2024-12-30,1954,139354,1
92179,2024-12-30,1954,212764,1
92180,2024-12-30,1954,212619,1
92176,2024-12-30,1954,130688,1
92175,2024-12-30,1954,212621,1
92174,2024-12-30,1954,148678,1
92177,2024-12-30,1954,213152,1
92190,2024-12-30,1954,210538,1
92166,2024-12-30,1954,209387,1
92169,2024-12-30,1954,122548,1
92168,2024-12-30,1954,212856,1
92189,2024-12-30,1954,212099,1
92140,2024-12-30,1954,212786,1
92161,2024-12-30,1954,207370,1
92160,2024-12-30,1954,149104,1
92135,2024-12-30,1954,209104,1
92187,2024-12-30,1954,207578,1
92133,2024-12-30,1954,211766,1
92132,2024-12-30,1954,210014,1
92139,2024-12-30,1954,212714,1
92138,2024-12-30,1954,207714,1
92137,2024-12-30,1954,212565,1
92136,2024-12-30,1954,212689,1
92184,2024-12-30,1954,207367,1
92183,2024-12-30,1954,210433,1
92186,2024-12-30,1954,212059,1
92185,2024-12-30,1954,211721,1
92182,2024-12-30,1954,207169,1
92181,2024-12-30,1954,212897,1
92134,2024-12-30,1954,212510,1
92173,2024-12-30,1954,200692,1
92156,2024-12-30,1954,206590,1
92155,2024-12-30,1954,207966,1
92158,2024-12-30,1954,209067,1
92157,2024-12-30,1954,213008,1
92171,2024-12-30,1954,212180,1
92172,2024-12-30,1954,208578,1
92146,2024-12-30,1954,149267,1
92147,2024-12-30,1954,200569,1
92148,2024-12-30,1954,209207,1
92149,2024-12-30,1954,209349,1
92150,2024-12-30,1954,213033,1
92151,2024-12-30,1954,126461,1
92152,2024-12-30,1954,212312,1
92153,2024-12-30,1954,212699,1
92154,2024-12-30,1954,208835,1
92162,2024-12-30,1954,213598,1
92144,2024-12-30,1954,212863,1
92141,2024-12-30,1954,149134,1
92170,2024-12-30,1954,104810,1
92143,2024-12-30,1954,130247,1
92142,2024-12-30,1954,213115,1
92145,2024-12-30,1954,212473,1
39131,2024-06-17,1969,211326,1
39113,2024-06-17,1969,211336,1
39111,2024-06-17,1969,209981,1
45369,2024-07-15,1970,210230,1
16384,2024-02-26,1971,210589,1
37049,2024-06-10,1975,121903,1
37043,2024-06-10,1975,200531,1
6100,2024-01-15,1976,200616,1
8156,2024-01-29,1981,106160,1
41224,2024-06-24,1982,210693,1
43319,2024-07-01,1984,144658,1
43306,2024-07-01,1984,210108,1
43321,2024-07-01,1984,211772,1
43320,2024-07-01,1984,208855,1
43328,2024-07-01,1984,211698,1
28746,2024-04-22,1989,144745,1
28769,2024-04-22,1989,200242,1
32877,2024-05-20,1991,210289,1
32896,2024-05-20,1991,209332,1
32883,2024-05-20,1991,212157,1
72980,2024-10-28,1994,211674,1
62337,2024-09-16,1994,123851,1
62361,2024-09-16,1994,211332,1
75064,2024-11-04,1995,210707,1
75099,2024-11-04,1995,208255,1
49590,2024-07-29,1998,209520,1
6136,2024-01-15,1999,132606,1
60250,2024-09-09,2002,210666,1
60226,2024-09-09,2002,211742,1
60227,2024-09-09,2002,144913,1
64480,2024-09-23,2002,212265,1
16404,2024-02-26,2003,106164,1
79337,2024-11-18,2004,109207,1
79346,2024-11-18,2004,210284,1
81478,2024-11-25,2005,212581,1
58092,2024-08-26,2005,207804,1
58089,2024-08-26,2005,209384,1
92213,2024-12-30,2013,213066,1
92223,2024-12-30,2013,208914,1
92238,2024-12-30,2013,206281,1
92224,2024-12-30,2013,209212,1
92209,2024-12-30,2013,211722,1
92194,2024-12-30,2013,149100,1
92193,2024-12-30,2013,213095,1
92192,2024-12-30,2013,212752,1
92217,2024-12-30,2013,210629,1
92218,2024-12-30,2013,212905,1
92219,2024-12-30,2013,211618,1
92220,2024-12-30,2013,208841,1
92204,2024-12-30,2013,208559,1
92222,2024-12-30,2013,210540,1
92212,2024-12-30,2013,211593,1
92207,2024-12-30,2013,210463,1
92206,2024-12-30,2013,212859,1
92205,2024-12-30,2013,211650,1
92191,2024-12-30,2013,208206,1
92196,2024-12-30,2013,213557,1
92195,2024-12-30,2013,213112,1
92242,2024-12-30,2013,209982,1
92240,2024-12-30,2013,212471,1
92241,2024-12-30,2013,206888,1
92239,2024-12-30,2013,212030,1
92211,2024-12-30,2013,212584,1
92210,2024-12-30,2013,213191,1
92208,2024-12-30,2013,206405,1
92230,2024-12-30,2013,211735,1
92231,2024-12-30,2013,208052,1
92234,2024-12-30,2013,210704,1
92232,2024-12-30,2013,213496,1
92233,2024-12-30,2013,212196,1
92235,2024-12-30,2013,211652,1
92237,2024-12-30,2013,213121,1
92236,2024-12-30,2013,209977,1
92229,2024-12-30,2013,211675,1
92198,2024-12-30,2013,138104,1
92203,2024-12-30,2013,212883,1
92201,2024-12-30,2013,210647,1
92202,2024-12-30,2013,213013,1
92197,2024-12-30,2013,212839,1
92199,2024-12-30,2013,211695,1
39142,2024-06-17,2013,209859,1
39157,2024-06-17,2013,207386,1
92214,2024-12-30,2013,211401,1
92215,2024-12-30,2013,208027,1
92216,2024-12-30,2013,212758,1
92221,2024-12-30,2013,212477,1
92225,2024-12-30,2013,212167,1
92228,2024-12-30,2013,212491,1
92227,2024-12-30,2013,212968,1
92226,2024-12-30,2013,213146,1
92200,2024-12-30,2013,126612,1
22574,2024-04-01,2018,200559,1
18462,2024-03-04,2020,128041,1
30846,2024-05-06,2021,209965,1
41246,2024-06-24,2022,207228,1
47541,2024-07-22,2028,210520,1
47523,2024-07-22,2028,122257,1
20529,2024-03-18,2037,209035,1
53871,2024-08-12,2038,210092,1
70883,2024-10-21,2038,207781,1
56018,2024-08-19,2039,207826,1
55987,2024-08-19,2039,134833,1
8210,2024-01-29,2039,207796,1
24659,2024-04-08,2040,207190,1
72994,2024-10-28,2041,212537,1
51749,2024-08-05,2041,212307,1
81506,2024-11-25,2045,210339,1
79382,2024-11-18,2046,211711,1
62380,2024-09-16,2048,149131,1
35010,2024-05-27,2048,207580,1
83629,2024-12-02,2050,210570,1
66640,2024-09-30,2052,126088,1
58147,2024-08-26,2052,210713,1
58150,2024-08-26,2052,212459,1
58121,2024-08-26,2052,206225,1
64506,2024-09-23,2055,202449,1
30879,2024-05-06,2057,132712,1
8228,2024-01-29,2058,206385,1
28809,2024-04-22,2058,131888,1
28813,2024-04-22,2058,105812,1
32946,2024-05-20,2063,211765,1
32945,2024-05-20,2063,208519,1
92281,2024-12-30,2065,210475,1
92280,2024-12-30,2065,212243,1
92279,2024-12-30,2065,212115,1
92278,2024-12-30,2065,210602,1
92277,2024-12-30,2065,212126,1
92284,2024-12-30,2065,212164,1
92276,2024-12-30,2065,210524,1
92275,2024-12-30,2065,200233,1
92282,2024-12-30,2065,212498,1
92283,2024-12-30,2065,127115,1
92272,2024-12-30,2065,149277,1
92289,2024-12-30,2065,213061,1
92285,2024-12-30,2065,212751,1
92286,2024-12-30,2065,207887,1
92287,2024-12-30,2065,212911,1
92288,2024-12-30,2065,144662,1
92274,2024-12-30,2065,212278,1
49672,2024-07-29,2065,209075,1
92259,2024-12-30,2065,212529,1
92258,2024-12-30,2065,210432,1
92257,2024-12-30,2065,212304,1
92262,2024-12-30,2065,210607,1
92264,2024-12-30,2065,212270,1
92263,2024-12-30,2065,212806,1
92269,2024-12-30,2065,211646,1
92268,2024-12-30,2065,210248,1
92267,2024-12-30,2065,206309,1
92266,2024-12-30,2065,149156,1
92265,2024-12-30,2065,106245,1
92273,2024-12-30,2065,210002,1
92270,2024-12-30,2065,211385,1
92271,2024-12-30,2065,144747,1
92261,2024-12-30,2065,105598,1
92260,2024-12-30,2065,212733,1
92246,2024-12-30,2065,212696,1
92247,2024-12-30,2065,210657,1
92244,2024-12-30,2065,208780,1
92243,2024-12-30,2065,133185,1
92256,2024-12-30,2065,202217,1
92245,2024-12-30,2065,200401,1
92248,2024-12-30,2065,210211,1
92253,2024-12-30,2065,202348,1
92255,2024-12-30,2065,212094,1
92254,2024-12-30,2065,207344,1
92249,2024-12-30,2065,123315,1
92250,2024-12-30,2065,208729,1
92251,2024-12-30,2065,210308,1
92252,2024-12-30,2065,210521,1
41289,2024-06-24,2067,202427,1
41278,2024-06-24,2067,105419,1
45475,2024-07-15,2076,212291,1
62414,2024-09-16,2076,210058,1
66661,2024-09-30,2077,200487,1
66667,2024-09-30,2077,208428,1
37110,2024-06-10,2080,210491,1
39209,2024-06-17,2084,210649,1
58152,2024-08-26,2084,212039,1
60292,2024-09-09,2084,149124,1
41299,2024-06-24,2086,105102,1
43393,2024-07-01,2086,210476,1
53930,2024-08-12,2089,126464,1
83679,2024-12-02,2093,108749,1
83664,2024-12-02,2093,149143,1
73049,2024-10-28,2096,209973,1
66677,2024-09-30,2097,206856,1
77289,2024-11-11,2099,211608,1
87986,2024-12-16,2102,211694,1
60305,2024-09-09,2102,207132,1
58176,2024-08-26,2102,149139,1
66693,2024-09-30,2109,122570,1
64565,2024-09-23,2109,207559,1
53938,2024-08-12,2111,138688,1
92308,2024-12-30,2112,211455,1
92307,2024-12-30,2112,210467,1
92295,2024-12-30,2112,212570,1
92294,2024-12-30,2112,212072,1
92293,2024-12-30,2112,149127,1
92290,2024-12-30,2112,212978,1
92298,2024-12-30,2112,212981,1
92300,2024-12-30,2112,210468,1
92303,2024-12-30,2112,125843,1
51820,2024-08-05,2112,207780,1
92301,2024-12-30,2112,213210,1
92299,2024-12-30,2112,206716,1
92302,2024-12-30,2112,208036,1
92291,2024-12-30,2112,210662,1
92309,2024-12-30,2112,211467,1
92304,2024-12-30,2112,200457,1
92305,2024-12-30,2112,207541,1
92310,2024-12-30,2112,212220,1
92311,2024-12-30,2112,210021,1
92296,2024-12-30,2112,134848,1
92297,2024-12-30,2112,149101,1
92306,2024-12-30,2112,210104,1
92292,2024-12-30,2112,208023,1
56062,2024-08-19,2114,212295,1
79425,2024-11-18,2118,210283,1
73063,2024-10-28,2122,212067,1
92314,2024-12-30,2134,149130,1
92319,2024-12-30,2134,210397,1
92313,2024-12-30,2134,212144,1
92312,2024-12-30,2134,208073,1
92320,2024-12-30,2134,212187,1
92318,2024-12-30,2134,205748,1
92317,2024-12-30,2134,212871,1
92315,2024-12-30,2134,106347,1
92316,2024-12-30,2134,209396,1
92321,2024-12-30,2143,109732,1
92329,2024-12-30,2143,212103,1
92328,2024-12-30,2143,212710,1
92327,2024-12-30,2143,212725,1
92326,2024-12-30,2143,211497,1
92324,2024-12-30,2143,213059,1
92325,2024-12-30,2143,212624,1
92323,2024-12-30,2143,149265,1
92322,2024-12-30,2143,211453,1
92330,2024-12-30,2152,202079,1
92331,2024-12-30,2152,212716,1
92332,2024-12-30,2152,210328,1
92333,2024-12-30,2152,134490,1
92335,2024-12-30,2156,210160,1
92334,2024-12-30,2156,210420,1
92336,2024-12-30,2156,210732,1
92337,2024-12-30,2159,210575,1
92339,2024-12-30,2160,135939,1
92338,2024-12-30,2160,212194,1
92340,2024-12-30,2162,211389,1
